id,Rings
90615,9.690298363661137
90616,9.700805716110176
90617,10.047132708964378
90618,10.049074320479
90619,7.661235880946508
90620,9.15954787098772
90621,11.112742749696348
90622,6.411306748781978
90623,7.905886001254795
90624,11.488694375495601
90625,12.082001678441905
90626,6.355726119132127
90627,9.570704777642419
90628,12.478989536118139
90629,7.501059434949141
90630,7.6205293603508935
90631,12.515939272874716
90632,5.400150751671955
90633,9.809186189081508
90634,9.839582855442057
90635,6.336418105545615
90636,7.782567107984663
90637,9.66424219890491
90638,8.745488387993108
90639,9.953455995555386
90640,11.015717727700707
90641,7.743970772937002
90642,10.278502461087976
90643,5.69815261184341
90644,10.692084334124697
90645,10.388946000776016
90646,8.941076191493481
90647,12.335339154336971
90648,13.864629650153109
90649,13.121147830605345
90650,10.159882849434192
90651,9.367936226325053
90652,8.658627341727831
90653,12.020767752459687
90654,6.415354118632223
90655,8.014041688523506
90656,10.560170755321675
90657,8.544825721189342
90658,6.884945007122731
90659,9.780804213159806
90660,7.271611664884172
90661,8.175613699744481
90662,7.343490619995401
90663,9.399612097266548
90664,7.927636849536093
90665,13.926516695940208
90666,8.98733069448476
90667,5.486619030321539
90668,10.660036095725424
90669,9.094695061177196
90670,9.92666676037129
90671,9.87226314865815
90672,8.759986831359395
90673,13.372652438316077
90674,7.536317148971047
90675,5.448842927766792
90676,12.000950572240555
90677,10.88469375566558
90678,4.664924628373067
90679,9.021225542763814
90680,9.819405186453869
90681,10.009162368045057
90682,15.672760208320263
90683,10.813765480512926
90684,11.512791986598408
90685,10.875803507712858
90686,7.433825248854896
90687,10.79945015943227
90688,8.873758610963117
90689,11.223201090182279
90690,19.033387081926108
90691,8.420209329838652
90692,10.678874517670977
90693,13.039277770922084
90694,9.398452740904682
90695,8.604609973743605
90696,9.959350307233436
90697,7.665660761740266
90698,9.310551905517631
90699,5.154347068912908
90700,10.538514431518934
90701,10.554433017261914
90702,9.52569212567441
90703,12.09158128812334
90704,4.897516317587905
90705,11.20192235007777
90706,11.446402880194242
90707,6.06512705209321
90708,8.716184882371879
90709,9.442183276657886
90710,10.098594248017008
90711,9.238191289382726
90712,9.322119846301064
90713,15.211554672794716
90714,7.459259172988724
90715,7.919336270928385
90716,6.9282040228033175
90717,9.598538661039095
90718,4.325062297059711
90719,5.5468134050853015
90720,10.54634803588926
90721,8.965375293537495
90722,8.56819166731523
90723,8.215578751275077
90724,9.729792238917298
90725,6.7456134768297895
