id,Rings
90615,9
90616,10
90617,10
90618,10
90619,8
90620,9
90621,11
90622,6
90623,8
90624,11
90625,12
90626,6
90627,9
90628,13
90629,8
90630,8
90631,12
90632,5
90633,10
90634,10
90635,6
90636,8
90637,10
90638,9
90639,9
90640,10
90641,8
90642,10
90643,6
90644,11
90645,10
90646,9
90647,13
90648,14
90649,13
90650,10
90651,9
90652,9
90653,13
90654,6
90655,8
90656,10
90657,9
90658,7
90659,10
90660,8
90661,8
90662,8
90663,9
90664,8
90665,13
90666,9
90667,6
90668,11
90669,9
90670,10
90671,10
90672,9
90673,13
90674,8
90675,6
90676,12
90677,10
90678,5
90679,9
90680,10
90681,10
90682,14
90683,10
90684,11
90685,11
90686,7
90687,10
90688,9
90689,11
90690,18
90691,8
90692,11
90693,13
90694,9
90695,9
90696,10
90697,7
90698,9
90699,5
90700,11
90701,10
90702,10
90703,12
90704,5
90705,11
90706,11
90707,6
90708,9
90709,9
90710,10
90711,10
90712,9
90713,15
90714,7
90715,8
90716,7
90717,10
90718,4
90719,6
90720,10
90721,9
90722,9
90723,8
90724,10
90725,7
90726,8
90727,8
90728,11
90729,11
90730,11
90731,6
90732,8
90733,11
90734,9
90735,8
90736,8
90737,6
90738,7
90739,15
90740,11
90741,6
90742,10
90743,11
90744,7
90745,7
90746,8
90747,4
90748,14
90749,9
90750,4
90751,7
90752,8
90753,7
90754,9
90755,9
90756,9
90757,10
90758,9
90759,8
90760,8
90761,10
90762,9
90763,9
90764,13
90765,11
90766,8
90767,14
90768,13
90769,6
90770,12
90771,11
90772,6
90773,8
90774,7
90775,9
90776,7
90777,11
90778,10
90779,10
90780,10
90781,11
90782,8
90783,11
90784,7
90785,8
90786,6
90787,9
90788,4
90789,11
90790,8
90791,7
90792,7
90793,7
90794,6
90795,10
90796,11
90797,10
90798,11
90799,7
90800,16
90801,10
90802,7
90803,11
90804,17
90805,11
90806,9
90807,10
90808,10
90809,10
90810,10
90811,9
90812,6
90813,10
90814,8
90815,8
90816,5
90817,10
90818,10
90819,7
90820,7
90821,10
90822,7
90823,6
90824,13
90825,8
90826,6
90827,4
90828,10
90829,11
90830,9
90831,8
90832,9
90833,10
90834,10
90835,9
90836,9
90837,5
90838,11
90839,9
90840,9
90841,11
90842,13
90843,11
90844,12
90845,11
90846,13
90847,7
90848,10
90849,9
90850,8
90851,13
90852,6
90853,11
90854,12
90855,7
90856,9
90857,10
90858,12
90859,10
90860,11
90861,9
90862,12
90863,9
90864,9
90865,14
90866,14
90867,12
90868,11
90869,8
90870,12
90871,12
90872,14
90873,8
90874,14
90875,8
90876,10
90877,9
90878,8
90879,9
90880,8
90881,12
90882,10
90883,10
90884,12
90885,10
90886,13
90887,5
90888,10
90889,14
90890,9
90891,11
90892,10
90893,4
90894,12
90895,11
90896,7
90897,6
90898,6
90899,13
90900,11
90901,12
90902,9
90903,7
90904,7
90905,7
90906,8
90907,10
90908,4
90909,14
90910,10
90911,7
90912,15
90913,10
90914,9
90915,7
90916,9
90917,13
90918,8
90919,9
90920,12
90921,7
90922,8
90923,10
90924,10
90925,10
90926,10
90927,10
90928,13
90929,12
90930,10
90931,11
90932,12
90933,10
90934,14
90935,9
90936,10
90937,11
90938,9
90939,10
90940,8
90941,8
90942,5
90943,13
90944,7
90945,9
90946,9
90947,10
90948,11
90949,12
90950,11
90951,10
90952,8
90953,7
90954,12
90955,8
90956,9
90957,10
90958,4
90959,7
90960,11
90961,7
90962,11
90963,5
90964,11
90965,6
90966,11
90967,10
90968,12
90969,10
90970,9
90971,8
90972,10
90973,10
90974,9
90975,11
90976,8
90977,9
90978,7
90979,9
90980,9
90981,12
90982,13
90983,4
90984,9
90985,6
90986,13
90987,8
90988,8
90989,11
90990,9
90991,8
90992,5
90993,9
90994,11
90995,7
90996,14
90997,9
90998,7
90999,6
91000,13
91001,7
91002,9
91003,10
91004,10
91005,8
91006,11
91007,8
91008,8
91009,12
91010,10
91011,10
91012,9
91013,10
91014,9
91015,9
91016,8
91017,10
91018,7
91019,11
91020,8
91021,11
91022,8
91023,5
91024,7
91025,12
91026,9
91027,7
91028,12
91029,10
91030,9
91031,9
91032,7
91033,5
91034,10
91035,9
91036,12
91037,7
91038,14
91039,11
91040,9
91041,7
91042,10
91043,11
91044,7
91045,7
91046,8
91047,7
91048,11
91049,10
91050,10
91051,8
91052,11
91053,11
91054,9
91055,7
91056,12
91057,11
91058,15
91059,12
91060,9
91061,8
91062,14
91063,8
91064,10
91065,9
91066,10
91067,8
91068,11
91069,8
91070,8
91071,8
91072,5
91073,6
91074,14
91075,7
91076,13
91077,8
91078,7
91079,7
91080,9
91081,8
91082,10
91083,11
91084,8
91085,13
91086,11
91087,12
91088,10
91089,10
91090,10
91091,10
91092,10
91093,7
91094,7
91095,11
91096,12
91097,16
91098,7
91099,7
91100,9
91101,11
91102,8
91103,8
91104,10
91105,15
91106,11
91107,7
91108,10
91109,11
91110,13
91111,9
91112,9
91113,10
91114,5
91115,12
91116,6
91117,8
91118,7
91119,8
91120,11
91121,9
91122,7
91123,9
91124,14
91125,8
91126,8
91127,6
91128,7
91129,9
91130,9
91131,8
91132,12
91133,11
91134,10
91135,7
91136,11
91137,12
91138,9
91139,9
91140,9
91141,9
91142,11
91143,7
91144,11
91145,12
91146,6
91147,10
91148,12
91149,8
91150,15
91151,11
91152,9
91153,9
91154,7
91155,11
91156,7
91157,12
91158,9
91159,9
91160,9
91161,9
91162,10
91163,6
91164,9
91165,11
91166,10
91167,8
91168,15
91169,9
91170,7
91171,9
91172,9
91173,11
91174,6
91175,10
91176,11
91177,11
91178,5
91179,12
91180,12
91181,9
91182,10
91183,7
91184,7
91185,10
91186,10
91187,9
91188,9
91189,12
91190,6
91191,8
91192,12
91193,8
91194,8
91195,8
91196,7
91197,8
91198,7
91199,7
91200,9
91201,9
91202,12
91203,8
91204,7
91205,16
91206,11
91207,12
91208,10
91209,10
91210,7
91211,11
91212,9
91213,6
91214,13
91215,9
91216,6
91217,9
91218,9
91219,10
91220,10
91221,7
91222,12
91223,11
91224,10
91225,10
91226,12
91227,7
91228,9
91229,10
91230,10
91231,12
91232,7
91233,13
91234,8
91235,9
91236,10
91237,7
91238,8
91239,8
91240,9
91241,12
91242,10
91243,10
91244,11
91245,11
91246,7
91247,9
91248,11
91249,10
91250,7
91251,12
91252,12
91253,8
91254,7
91255,12
91256,11
91257,7
91258,8
91259,12
91260,9
91261,9
91262,9
91263,6
91264,8
91265,7
91266,12
91267,8
91268,7
91269,12
91270,16
91271,7
91272,9
91273,14
91274,10
91275,9
91276,12
91277,11
91278,11
91279,8
91280,9
91281,8
91282,10
91283,9
91284,9
91285,9
91286,9
91287,9
91288,10
91289,9
91290,7
91291,7
91292,18
91293,9
91294,9
91295,14
91296,9
91297,11
91298,15
91299,7
91300,8
91301,8
91302,9
91303,9
91304,10
91305,11
91306,6
91307,10
91308,10
91309,12
91310,12
91311,8
91312,10
91313,9
91314,6
91315,9
91316,8
91317,10
91318,8
91319,8
91320,8
91321,7
91322,5
91323,9
91324,7
91325,7
91326,11
91327,14
91328,10
91329,10
91330,9
91331,9
91332,14
91333,9
91334,10
91335,5
91336,13
91337,10
91338,8
91339,10
91340,7
91341,6
91342,10
91343,7
91344,7
91345,7
91346,7
91347,12
91348,10
91349,10
91350,4
91351,12
91352,9
91353,10
91354,9
91355,7
91356,12
91357,11
91358,16
91359,11
91360,6
91361,11
91362,8
91363,12
91364,9
91365,7
91366,9
91367,11
91368,7
91369,9
91370,11
91371,8
91372,7
91373,10
91374,6
91375,9
91376,8
91377,10
91378,12
91379,7
91380,10
91381,11
91382,4
91383,6
91384,9
91385,12
91386,9
91387,12
91388,13
91389,6
91390,8
91391,8
91392,11
91393,9
91394,10
91395,10
91396,10
91397,11
91398,11
91399,8
91400,7
91401,9
91402,13
91403,5
91404,9
91405,12
91406,13
91407,7
91408,8
91409,11
91410,9
91411,12
91412,13
91413,9
91414,8
91415,9
91416,10
91417,9
91418,11
91419,11
91420,11
91421,9
91422,9
91423,13
91424,7
91425,10
91426,8
91427,9
91428,10
91429,8
91430,12
91431,7
91432,15
91433,7
91434,11
91435,11
91436,11
91437,11
91438,9
91439,13
91440,12
91441,8
91442,10
91443,14
91444,11
91445,10
91446,7
91447,14
91448,7
91449,10
91450,14
91451,12
91452,11
91453,8
91454,10
91455,16
91456,10
91457,6
91458,9
91459,11
91460,11
91461,11
91462,7
91463,11
91464,9
91465,9
91466,10
91467,16
91468,11
91469,12
91470,7
91471,10
91472,4
91473,10
91474,11
91475,9
91476,12
91477,7
91478,8
91479,4
91480,12
91481,14
91482,10
91483,8
91484,7
91485,9
91486,9
91487,9
91488,12
91489,15
91490,10
91491,7
91492,10
91493,7
91494,10
91495,10
91496,11
91497,8
91498,7
91499,9
91500,9
91501,10
91502,10
91503,8
91504,8
91505,7
91506,12
91507,11
91508,9
91509,11
91510,11
91511,12
91512,10
91513,8
91514,8
91515,9
91516,10
91517,4
91518,11
91519,7
91520,7
91521,11
91522,8
91523,11
91524,7
91525,10
91526,8
91527,9
91528,11
91529,10
91530,7
91531,10
91532,15
91533,15
91534,9
91535,8
91536,10
91537,13
91538,8
91539,9
91540,12
91541,9
91542,10
91543,16
91544,9
91545,7
91546,12
91547,9
91548,10
91549,7
91550,9
91551,9
91552,9
91553,10
91554,7
91555,8
91556,6
91557,10
91558,13
91559,7
91560,9
91561,10
91562,10
91563,8
91564,11
91565,12
91566,5
91567,9
91568,10
91569,4
91570,10
91571,10
91572,13
91573,8
91574,10
91575,10
91576,9
91577,11
91578,9
91579,11
91580,11
91581,10
91582,11
91583,9
91584,9
91585,11
91586,11
91587,6
91588,11
91589,6
91590,10
91591,5
91592,7
91593,5
91594,8
91595,9
91596,7
91597,9
91598,11
91599,11
91600,9
91601,7
91602,10
91603,8
91604,9
91605,8
91606,10
91607,9
91608,7
91609,14
91610,9
91611,9
91612,11
91613,10
91614,11
91615,9
91616,9
91617,7
91618,10
91619,8
91620,6
91621,10
91622,9
91623,15
91624,9
91625,6
91626,10
91627,10
91628,10
91629,9
91630,10
91631,9
91632,11
91633,10
91634,8
91635,9
91636,7
91637,11
91638,11
91639,10
91640,8
91641,6
91642,11
91643,9
91644,10
91645,6
91646,6
91647,12
91648,8
91649,10
91650,9
91651,8
91652,10
91653,7
91654,7
91655,14
91656,5
91657,8
91658,6
91659,10
91660,10
91661,9
91662,7
91663,4
91664,9
91665,8
91666,15
91667,6
91668,18
91669,11
91670,7
91671,8
91672,7
91673,10
91674,10
91675,10
91676,10
91677,14
91678,7
91679,10
91680,12
91681,10
91682,9
91683,5
91684,10
91685,7
91686,9
91687,10
91688,17
91689,8
91690,8
91691,5
91692,11
91693,9
91694,10
91695,8
91696,7
91697,10
91698,4
91699,11
91700,8
91701,12
91702,10
91703,10
91704,7
91705,8
91706,9
91707,10
91708,11
91709,12
91710,10
91711,14
91712,10
91713,13
91714,14
91715,11
91716,14
91717,12
91718,9
91719,13
91720,9
91721,11
91722,9
91723,15
91724,7
91725,13
91726,9
91727,4
91728,9
91729,13
91730,10
91731,15
91732,7
91733,12
91734,12
91735,8
91736,5
91737,9
91738,9
91739,10
91740,12
91741,10
91742,10
91743,7
91744,10
91745,8
91746,12
91747,7
91748,10
91749,15
91750,9
91751,6
91752,6
91753,7
91754,10
91755,9
91756,9
91757,10
91758,10
91759,11
91760,13
91761,8
91762,9
91763,5
91764,12
91765,11
91766,8
