id,Rings
90615,9.783333333333333
90616,10.183333333333334
90617,10.283333333333333
90618,10.416666666666666
90619,7.55
90620,9.466666666666667
90621,11.166666666666666
90622,6.3
90623,7.95
90624,11.083333333333334
90625,11.8
90626,6.216666666666667
90627,9.366666666666667
90628,13.733333333333333
90629,7.633333333333334
90630,7.45
90631,12.0
90632,5.683333333333334
90633,9.866666666666667
90634,9.866666666666667
90635,6.083333333333333
90636,7.383333333333334
90637,10.033333333333333
90638,8.95
90639,9.883333333333333
90640,10.9
90641,8.233333333333333
90642,10.683333333333334
90643,5.866666666666666
90644,10.516666666666667
90645,10.05
90646,8.916666666666666
90647,12.0
90648,14.05
90649,13.516666666666667
90650,10.05
90651,9.816666666666666
90652,9.033333333333333
90653,11.733333333333333
90654,6.266666666666667
90655,8.2
90656,10.666666666666666
90657,8.45
90658,6.733333333333333
90659,9.583333333333334
90660,7.566666666666666
90661,8.4
90662,7.333333333333333
90663,9.85
90664,7.75
90665,14.55
90666,9.1
90667,5.483333333333333
90668,10.9
90669,9.883333333333333
90670,9.716666666666667
90671,10.483333333333333
90672,9.0
90673,11.566666666666666
90674,7.516666666666667
90675,5.083333333333333
90676,11.666666666666666
90677,10.066666666666666
90678,5.116666666666666
90679,9.666666666666666
90680,9.383333333333333
90681,10.166666666666666
90682,13.783333333333333
90683,9.666666666666666
90684,11.466666666666667
90685,10.316666666666666
90686,7.15
90687,10.533333333333333
90688,9.433333333333334
90689,11.533333333333333
90690,17.3
90691,7.816666666666666
90692,10.866666666666667
90693,13.716666666666667
90694,9.266666666666667
90695,8.9
90696,10.2
90697,7.366666666666666
90698,9.666666666666666
90699,5.266666666666667
90700,11.1
90701,10.05
90702,9.683333333333334
90703,11.733333333333333
90704,5.5
90705,11.433333333333334
90706,10.883333333333333
90707,6.066666666666666
90708,8.65
90709,9.05
90710,10.166666666666666
90711,9.45
90712,9.766666666666667
90713,13.883333333333333
90714,7.216666666666667
90715,8.566666666666666
90716,7.066666666666666
90717,9.516666666666667
90718,4.5
90719,5.466666666666667
90720,10.666666666666666
90721,9.416666666666666
90722,9.183333333333334
90723,8.066666666666666
90724,10.333333333333334
90725,6.55
90726,7.7
90727,8.516666666666667
90728,10.633333333333333
90729,10.5
90730,10.7
90731,5.616666666666666
90732,8.05
90733,11.716666666666667
90734,9.35
90735,8.0
90736,7.516666666666667
90737,5.8
90738,7.233333333333333
90739,15.183333333333334
90740,10.533333333333333
90741,5.533333333333333
90742,9.3
90743,11.7
90744,7.05
90745,7.516666666666667
90746,8.116666666666667
90747,4.766666666666667
90748,13.7
90749,9.5
90750,4.55
90751,7.116666666666666
90752,8.6
90753,7.45
90754,8.9
90755,9.266666666666667
90756,9.283333333333333
90757,10.383333333333333
90758,8.916666666666666
90759,7.75
90760,8.266666666666667
90761,10.233333333333333
90762,9.266666666666667
90763,9.166666666666666
90764,12.9
90765,10.9
90766,7.35
90767,16.233333333333334
90768,12.666666666666666
90769,6.216666666666667
90770,10.983333333333333
90771,10.616666666666667
90772,5.783333333333333
90773,7.966666666666667
90774,7.516666666666667
90775,9.65
90776,7.5
90777,11.516666666666667
90778,10.4
90779,10.383333333333333
90780,10.9
90781,11.15
90782,7.85
90783,10.966666666666667
90784,6.766666666666667
90785,8.5
90786,6.533333333333333
90787,9.0
90788,4.916666666666667
90789,11.866666666666667
90790,8.733333333333333
90791,6.75
90792,6.7
90793,7.016666666666667
90794,5.783333333333333
90795,10.533333333333333
90796,10.75
90797,10.416666666666666
90798,10.966666666666667
90799,8.1
90800,16.15
90801,10.366666666666667
90802,7.133333333333334
90803,10.966666666666667
90804,16.633333333333333
90805,10.85
90806,8.533333333333333
90807,10.6
90808,9.933333333333334
90809,11.516666666666667
90810,9.6
